v(V),z(Ohms),phi(º),cs(Farads)
0.000,6.02367e+07,-8.68254e+01,2.92159e-14
2.000,1.02631e+08,-8.92314e+01,1.68095e-14
4.000,6.69837e+07,-8.68287e+01,2.44365e-14
6.000,5.76471e+07,-7.88856e+01,2.84380e-14
