v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.46182e+07,-7.62829e+01,2.04792e-14
2.000,8.56680e+07,-7.38931e+01,2.00303e-14
4.000,6.20234e+07,-9.55969e+01,2.62069e-14
6.000,7.19157e+07,-6.88720e+01,2.46853e-14
8.000,7.48542e+07,-8.72330e+01,2.29209e-14
10.000,6.84136e+07,-8.21942e+01,2.41883e-14
12.000,6.55032e+07,-8.41293e+01,2.56708e-14
14.000,6.88460e+07,-9.45913e+01,2.33542e-14
16.000,7.46873e+07,-8.47624e+01,2.19023e-14
