v(V),z(Ohms),phi(º),cs(Farads)
0.000,7.91938e+07,-8.67372e+01,2.24034e-14
2.000,7.65663e+07,-9.05874e+01,2.14311e-14
4.000,7.23355e+07,-8.44150e+01,2.28184e-14
6.000,7.85070e+07,-9.59491e+01,2.18595e-14
8.000,8.68900e+07,-1.00440e+02,1.92655e-14
10.000,6.95200e+07,-8.68687e+01,2.34280e-14
