v(V),z(Ohms),phi(º),cs(Farads)
0.000,5.48970e+07,-9.84871e+01,3.05733e-14
2.000,6.77858e+07,-9.67155e+01,2.42450e-14
4.000,5.52431e+07,-7.74019e+01,3.01892e-14
6.000,7.38260e+07,-7.82618e+01,2.43230e-14
8.000,7.31328e+07,-9.98638e+01,2.23230e-14
10.000,7.28023e+07,-9.19942e+01,2.22335e-14
