v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.92561e+07,-8.93463e+01,1.80789e-14
2.000,6.72894e+07,-8.34192e+01,2.44086e-14
4.000,7.02737e+07,-8.58210e+01,2.34378e-14
6.000,7.76161e+07,-8.44786e+01,2.27006e-14
8.000,6.07485e+07,-9.80268e+01,2.78385e-14
