v(V),z(Ohms),phi(º),cs(Farads)
0.000,7.57172e+07,-8.85074e+01,2.17876e-14
2.000,6.51181e+07,-9.13801e+01,2.53631e-14
4.000,8.29783e+07,-8.74191e+01,2.09003e-14
