v(V),z(Ohms),phi(º),cs(Farads)
0.000,6.47826e+07,-7.42339e+01,2.58020e-14
2.000,7.36322e+07,-8.80328e+01,2.31844e-14
4.000,7.85537e+07,-7.92897e+01,2.15914e-14
6.000,7.63210e+07,-8.71494e+01,2.35560e-14
