v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.03631e+07,-9.00958e+01,2.44760e-14
2.000,7.29067e+07,-1.01598e+02,2.32939e-14
4.000,1.20791e+08,-8.85382e+01,1.76711e-14
6.000,8.12392e+07,-8.37569e+01,2.05287e-14
