v(V),z(Ohms),phi(º),cs(Farads)
0.000,1.08127e+08,-7.44922e+01,1.76961e-14
2.000,6.76280e+07,-8.51371e+01,2.45414e-14
4.000,7.43660e+07,-8.47939e+01,2.34349e-14
6.000,7.20071e+07,-8.07658e+01,2.28322e-14
8.000,7.52783e+07,-7.99086e+01,2.45841e-14
