v(V),z(Ohms),phi(º),cs(Farads)
100.000,2.68568e+06,-1.66693e+02,2.57550e-12
102.000,2.71595e+06,-1.67383e+02,2.68318e-12
104.000,2.74581e+06,-1.68432e+02,2.89299e-12
106.000,2.78227e+06,-1.69106e+02,3.02891e-12
108.000,2.81191e+06,-1.70149e+02,3.31109e-12
110.000,2.86355e+06,-1.71281e+02,3.66845e-12
112.000,2.90455e+06,-1.72684e+02,4.30490e-12
114.000,2.95664e+06,-1.73890e+02,5.06682e-12
116.000,3.02712e+06,-1.75415e+02,6.63782e-12
118.000,3.07875e+06,-1.77305e+02,1.10042e-11
120.000,3.15285e+06,-1.78949e+02,2.79634e-11
122.000,3.23426e+06,1.79075e+02,-3.36332e-11
124.000,3.27963e+06,1.76834e+02,-8.81721e-12
126.000,3.33246e+06,1.74739e+02,-5.21951e-12
128.000,3.39433e+06,1.72989e+02,-3.84249e-12
130.000,3.45381e+06,1.70723e+02,-2.86090e-12
132.000,3.47959e+06,1.68873e+02,-2.37032e-12
134.000,3.51795e+06,1.67585e+02,-2.10453e-12
136.000,3.53696e+06,1.65821e+02,-1.83781e-12
138.000,3.56533e+06,1.64398e+02,-1.66010e-12
140.000,3.57643e+06,1.63021e+02,-1.52407e-12
142.000,3.60019e+06,1.61587e+02,-1.39963e-12
144.000,3.61424e+06,1.60066e+02,-1.29176e-12
146.000,3.62356e+06,1.59188e+02,-1.23640e-12
148.000,3.61768e+06,1.58022e+02,-1.17567e-12
150.000,3.64115e+06,1.56628e+02,-1.10209e-12
152.000,3.63893e+06,1.55957e+02,-1.07366e-12
154.000,3.62132e+06,1.54392e+02,-1.01694e-12
156.000,3.63068e+06,1.53130e+02,-9.69935e-13
158.000,3.63201e+06,1.52321e+02,-9.43718e-13
160.000,3.63952e+06,1.51272e+02,-9.09835e-13
162.000,3.63703e+06,1.50492e+02,-8.88477e-13
164.000,3.61834e+06,1.49167e+02,-8.58242e-13
166.000,3.61526e+06,1.48469e+02,-8.41870e-13
168.000,3.60903e+06,1.47554e+02,-8.21999e-13
170.000,3.59872e+06,1.46933e+02,-8.10570e-13
172.000,3.58442e+06,1.45861e+02,-7.91279e-13
174.000,3.57042e+06,1.45450e+02,-7.86047e-13
176.000,3.56442e+06,1.44502e+02,-7.69001e-13
178.000,3.56919e+06,1.43963e+02,-7.58023e-13
180.000,3.55753e+06,1.43078e+02,-7.44777e-13
182.000,3.55455e+06,1.42664e+02,-7.38306e-13
184.000,3.54621e+06,1.41874e+02,-7.26949e-13
186.000,3.52589e+06,1.41261e+02,-7.21400e-13
188.000,3.51992e+06,1.40739e+02,-7.14544e-13
190.000,3.49842e+06,1.40450e+02,-7.14521e-13
192.000,3.51202e+06,1.39703e+02,-7.00705e-13
194.000,3.49119e+06,1.39120e+02,-6.96584e-13
196.000,3.49236e+06,1.38901e+02,-6.93268e-13
198.000,3.49266e+06,1.38534e+02,-6.88237e-13
200.000,3.46059e+06,1.37744e+02,-6.83956e-13
