v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.93795e+07,-8.37686e+01,1.97383e-14
2.000,6.96064e+07,-8.75790e+01,2.56828e-14
4.000,8.46931e+07,-9.08378e+01,1.92705e-14
6.000,6.32800e+07,-8.91879e+01,2.57424e-14
8.000,8.56210e+07,-8.61682e+01,2.01996e-14
