v(V),z(Ohms),phi(º),cs(Farads)
0.000,6.50619e+07,-8.58949e+01,2.52529e-14
2.000,7.50511e+07,-9.85724e+01,2.19442e-14
4.000,6.51640e+07,-7.66076e+01,2.77492e-14
6.000,7.01033e+07,-8.82221e+01,2.37144e-14
8.000,7.12241e+07,-9.04138e+01,2.29153e-14
10.000,9.27744e+07,-8.85609e+01,1.85798e-14
12.000,6.05622e+07,-8.50515e+01,2.76388e-14
14.000,7.10097e+07,-7.86269e+01,2.39290e-14
16.000,7.79343e+07,-9.29391e+01,2.11176e-14
18.000,7.27382e+07,-7.97598e+01,2.40367e-14
