v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.28046e+07,-9.37629e+01,2.08809e-14
2.000,7.82798e+07,-8.49528e+01,2.17223e-14
4.000,7.13218e+07,-8.71387e+01,2.30743e-14
6.000,7.16942e+07,-8.49713e+01,2.39338e-14
