v(V),z(Ohms),phi(º),cs(Farads)
0.000,7.61650e+07,-8.46802e+01,2.33594e-14
2.000,8.44699e+07,-8.24919e+01,1.95487e-14
4.000,5.28973e+07,-9.29283e+01,3.13592e-14
6.000,9.67946e+07,-9.10507e+01,1.93597e-14
8.000,6.62310e+07,-7.94984e+01,2.62649e-14
