v(V),z(Ohms),phi(º),cs(Farads)
0.000,6.33795e+07,-1.03742e+02,2.72595e-14
2.000,7.08703e+07,-8.89573e+01,2.44873e-14
4.000,8.40954e+07,-8.07924e+01,2.12064e-14
6.000,8.12592e+07,-8.30050e+01,2.20141e-14
8.000,8.45020e+07,-7.93268e+01,2.12696e-14
10.000,8.19184e+07,-9.20217e+01,1.97598e-14
