v(V),z(Ohms),phi(º),cs(Farads)
0.000,8.96149e+07,-8.53206e+01,1.81829e-14
2.000,8.42267e+07,-7.98817e+01,1.98754e-14
4.000,6.71496e+07,-8.78585e+01,2.41655e-14
